tick,merged_mrx,merged_mry,merged_lat,merged_lng
"1561947523,""['769844.4101146865', '780199.7467178868', '773839.6666392571', '773432.1445367114', '774453.871929709']"",""['6607220.1667206595', '6613610.001900366', '6608855.511419302', '6618043.599375409', '6612661.685570225']"",""['50.92037', '50.95654142857143', '50.92963', '50.9816225', '50.951175']"",""['6.91563', '7.008653571428572', '6.95152', '6.9478591666666665', '6.957037499999999']"""
"1561947524,""['769844.4101146865', '780210.4810973561', '773839.6666392571', '773432.608367923', '774454.1502284359']"",""['6607220.1667206595', '6613602.680482145', '6608855.511419302', '6618039.620959598', '6612664.336109139']"",""['50.92037', '50.9565', '50.92963', '50.9816', '50.95119']"",""['6.91563', '7.00875', '6.95152', '6.947863333333333', '6.957039999999999']"""
"1561947525,""['769844.4101146865', '780236.4026359265', '773839.6666392571', '773433.0721991346', '774454.4285271629']"",""['6607220.1667206595', '6613584.503422202', '6608855.511419302', '6618035.642543787', '6612666.986648053']"",""['50.92037', '50.95639714285714', '50.92963', '50.9815775', '50.951205']"",""['6.91563', '7.008982857142857', '6.95152', '6.947867499999999', '6.9570425']"""
"1561947526,""['769844.4101146865', '780262.3241744969', '773839.6666392571', '773433.5360303463', '774454.7068258899']"",""['6607220.1667206595', '6613566.326362257', '6608855.511419302', '6618031.664127976', '6612669.637186968']"",""['50.92037', '50.956294285714286', '50.92963', '50.981555', '50.95122']"",""['6.91563', '7.009215714285714', '6.95152', '6.947871666666666', '6.957045']"""
"1561947527,""['769844.4101146865', '780288.2457130674', '773839.6666392571', '773433.9998615579', '774454.9851246169']"",""['6607220.1667206595', '6613548.149302313', '6608855.511419302', '6618027.685712164', '6612672.287725883']"",""['50.92037', '50.95619142857143', '50.92963', '50.9815325', '50.951235000000004']"",""['6.91563', '7.009448571428571', '6.95152', '6.947875833333333', '6.9570475']"""
"1561947528,""['769844.4101146865', '780314.1672516378', '773839.6666392571', '773434.4636927695', '774455.2634233439']"",""['6607220.1667206595', '6613529.972242368', '6608855.511419302', '6618023.707296353', '6612674.9382647965']"",""['50.92037', '50.956088571428566', '50.92963', '50.98151', '50.95125']"",""['6.91563', '7.009681428571429', '6.95152', '6.94788', '6.95705']"""
"1561947529,""['769844.4101146865', '780340.0887902082', '773839.6666392571', '773434.5564590119', '774456.2374688883']"",""['6607220.1667206595', '6613511.795182425', '6608855.511419302', '6618019.581556246', '6612688.4119434245']"",""['50.92037', '50.95598571428571', '50.92963', '50.98148666666667', '50.95132625']"",""['6.91563', '7.009914285714285', '6.95152', '6.947880833333333', '6.95705875']"""
"1561947530,""['769844.4101146865', '780366.0103287786', '773839.6666392571', '773434.6492252542', '774457.2115144328']"",""['6607220.1667206595', '6613493.61812248', '6608855.511419302', '6618015.455816139', '6612701.8856220525']"",""['50.92037', '50.95588285714285', '50.92963', '50.98146333333333', '50.9514025']"",""['6.91563', '7.010147142857143', '6.95152', '6.9478816666666665', '6.9570675']"""
"1561947531,""['780391.9318673491', '773839.6666392571', '773434.7419914965', '774458.1855599772']"",""['6613475.441062536', '6608855.511419302', '6618011.330076031', '6612715.35930068']"",""['50.95578', '50.92963', '50.98144', '50.95147875']"",""['7.01038', '6.95152', '6.9478824999999995', '6.95707625']"""
"1561947532,""['780400.0422873927', '773839.6666392571', '773434.8347577389', '774459.1596055217']"",""['6613469.382105139', '6608855.511419302', '6618007.204335924', '6612728.832979308']"",""['50.95574571428571', '50.92963', '50.98141666666667', '50.951555']"",""['7.010452857142857', '6.95152', '6.947883333333333', '6.957084999999999']"""
"1561947533,""['780408.1527074361', '773839.6666392571', '773434.9275239812', '774460.1336510661']"",""['6613463.323147743', '6608855.511419302', '6618003.078595817', '6612742.306657937']"",""['50.955711428571426', '50.92963', '50.98139333333333', '50.951631250000005']"",""['7.010525714285714', '6.95152', '6.947884166666666', '6.957093749999999']"""
"1561947534,""['780416.2631274797', '773839.6666392571', '773435.0202902235', '774461.1076966105']"",""['6613457.264190346', '6608855.511419302', '6617998.95285571', '6612755.780336565']"",""['50.95567714285714', '50.92963', '50.98137', '50.951707500000005']"",""['7.010598571428571', '6.95152', '6.947884999999999', '6.9571024999999995']"""
"1561947535,""['780424.3735475232', '773839.6666392571', '773435.1130564659', '774462.081742155']"",""['6613451.205232949', '6608855.511419302', '6617994.827115603', '6612769.254015193']"",""['50.955642857142855', '50.92963', '50.98134666666667', '50.951783750000004']"",""['7.010671428571428', '6.95152', '6.947885833333333', '6.95711125']"""
"1561947536,""['780432.4839675667', '773839.6666392571', '773435.2058227082', '774463.0557876994']"",""['6613445.146275552', '6608855.511419302', '6617990.701375496', '6612782.727693821']"",""['50.95560857142857', '50.92963', '50.98132333333333', '50.95186']"",""['7.010744285714286', '6.95152', '6.947886666666666', '6.95712']"""
"1561947537,""['780440.5943876102', '773839.6666392571', '773435.2985889505', '774465.0038787883']"",""['6613439.087318156', '6608855.511419302', '6617986.5756353885', '6612805.478732902']"",""['50.955574285714285', '50.92963', '50.9813', '50.951988750000005']"",""['7.010817142857142', '6.95152', '6.9478875', '6.9571375']"""
"1561947538,""['780448.7048076538', '773839.6666392571', '773435.3913551929', '774466.9519698771']"",""['6613433.028360759', '6608855.511419302', '6617982.449895281', '6612828.229771983']"",""['50.95554', '50.92963', '50.981276666666666', '50.9521175']"",""['7.01089', '6.95152', '6.947888333333333', '6.957155']"""
"1561947539,""['780455.3839771014', '773839.6666392571', '773435.4841214352', '774468.900060966']"",""['6613428.736618201', '6608855.511419302', '6617978.324155174', '6612850.980811063']"",""['50.95551571428572', '50.92963', '50.98125333333333', '50.95224625']"",""['7.01095', '6.95152', '6.947889166666667', '6.9571724999999995']"""
"1561947540,""['780462.0631465489', '773839.6666392571', '773435.5768876775', '774470.8481520549']"",""['6613424.4448756445', '6608855.511419302', '6617974.198415067', '6612873.7318501435']"",""['50.95549142857143', '50.92963', '50.98123', '50.952375']"",""['7.01101', '6.95152', '6.94789', '6.95719']"""
"1561947541,""['780468.7423159966', '773839.6666392571', '773436.8756150701', '774472.7962431439']"",""['6613420.153133087', '6608855.511419302', '6617965.652318281', '6612896.482889225']"",""['50.955467142857145', '50.92963', '50.981181666666664', '50.95250375']"",""['7.01107', '6.95152', '6.947901666666667', '6.9572075']"""
"1561947542,""['780475.4214854442', '773839.6666392571', '773438.1743424627', '774474.7443342328']"",""['6613415.86139053', '6608855.511419302', '6617957.106221494', '6612919.233928305']"",""['50.955442857142856', '50.92963', '50.98113333333333', '50.9526325']"",""['7.01113', '6.95152', '6.947913333333333', '6.957224999999999']"""
"1561947543,""['780482.1006548918', '773839.6666392571', '773439.4730698552', '774476.6924253216']"",""['6613411.5696479725', '6608855.511419302', '6617948.560124708', '6612941.984967386']"",""['50.955418571428574', '50.92963', '50.98108499999999', '50.952761249999995']"",""['7.01119', '6.95152', '6.947925', '6.9572424999999996']"""
"1561947544,""['780488.7798243393', '773839.6666392571', '773440.7717972479', '774478.6405164105']"",""['6613407.277905416', '6608855.511419302', '6617940.0140279215', '6612964.736006467']"",""['50.955394285714284', '50.92963', '50.98103666666666', '50.95289']"",""['7.0112499999999995', '6.95152', '6.947936666666667', '6.95726']"""
"1561947545,""['780495.458993787', '773442.0705246405', '774479.8928606819']"",""['6613402.986162858', '6617931.467931136', '6612985.499530736']"",""['50.95537', '50.98098833333333', '50.9530075']"",""['7.01131', '6.947948333333334', '6.95727125']"""
"1561947546,""['780499.4346898868', '773443.3692520331', '774481.1452049534']"",""['6613400.461615747', '6617922.92183435', '6613006.263055005']"",""['50.955355714285716', '50.98094', '50.953125']"",""['7.0113457142857145', '6.94796', '6.9572825']"""
"1561947547,""['780503.4103859864', '773444.6679794256', '774482.3975492248']"",""['6613397.9370686365', '6617914.375737563', '6613027.026579275']"",""['50.95534142857143', '50.980891666666665', '50.9532425']"",""['7.011381428571428', '6.947971666666667', '6.95729375']"""
"1561947548,""['780507.3860820862', '773445.9667068182', '774483.6498934962']"",""['6613395.412521525', '6617905.829640777', '6613047.790103544']"",""['50.95532714285714', '50.98084333333333', '50.95336']"",""['7.011417142857143', '6.947983333333333', '6.957305']"""
"1561947549,""['780511.3617781859', '773447.2654342109', '774484.9022377676']"",""['6613392.887974415', '6617897.28354399', '6613068.553627813']"",""['50.95531285714286', '50.980795', '50.9534775']"",""['7.011452857142857', '6.947995000000001', '6.95731625']"""
"1561947550,""['780515.3374742857', '773448.5641616035', '774486.154582039']"",""['6613390.363427304', '6617888.737447204', '6613089.317152083']"",""['50.95529857142857', '50.98074666666666', '50.953595']"",""['7.011488571428572', '6.948006666666667', '6.9573275']"""
"1561947551,""['780519.3131703854', '773449.862888996', '774487.4069263105']"",""['6613387.838880193', '6617880.191350417', '6613110.080676352']"",""['50.955284285714285', '50.98069833333333', '50.9537125']"",""['7.011524285714286', '6.948018333333334', '6.95733875']"""
"1561947552,""['780523.2888664852', '773451.1616163886', '774488.6592705819']"",""['6613385.314333082', '6617871.645253631', '6613130.844200621']"",""['50.95527', '50.98065', '50.95383']"",""['7.01156', '6.94803', '6.95735']"""
"1561947553,""['780529.3319245569', '773452.3675775388', '774488.6592705819']"",""['6613380.517708536', '6617864.7200466115', '6613133.274002186']"",""['50.955242857142856', '50.98061083333333', '50.953843750000004']"",""['7.011614285714286', '6.948040833333334', '6.95735']"""
"1561947554,""['780535.3749826285', '773453.5735386891', '774488.6592705819']"",""['6613375.721083991', '6617857.794839592', '6613135.70380375']"",""['50.955215714285714', '50.98057166666666', '50.953857500000005']"",""['7.011668571428571', '6.948051666666666', '6.95735']"""
"1561947555,""['780541.4180407001', '773454.7794998393', '774488.6592705819']"",""['6613370.924459445', '6617850.869632572', '6613138.133605314']"",""['50.95518857142857', '50.980532499999995', '50.953871250000006']"",""['7.011722857142857', '6.9480625', '6.95735']"""
"1561947556,""['780547.4610987718', '773455.9854609896', '774488.6592705819']"",""['6613366.1278349', '6617843.944425552', '6613140.563406879']"",""['50.95516142857143', '50.98049333333333', '50.953885']"",""['7.011777142857143', '6.948073333333333', '6.95735']"""
"1561947557,""['780553.5041568434', '773457.1914221399', '774488.6592705819']"",""['6613361.331210354', '6617837.019218532', '6613142.993208443']"",""['50.95513428571429', '50.98045416666666', '50.95389875']"",""['7.011831428571429', '6.948084166666667', '6.95735']"""
"1561947558,""['780559.547214915', '773458.3973832901', '774488.6592705819']"",""['6613356.534585809', '6617830.0940115135', '6613145.4230100075']"",""['50.955107142857145', '50.980414999999994', '50.9539125']"",""['7.0118857142857145', '6.948095', '6.95735']"""
"1561947559,""['780565.5902729867', '773459.6033444403', '774488.6592705819']"",""['6613351.737961263', '6617823.168804494', '6613147.852811571']"",""['50.95508', '50.98037583333333', '50.95392625']"",""['7.01194', '6.948105833333333', '6.95735']"""
"1561947560,""['780568.6118020226', '773460.8093055906', '774488.6592705819']"",""['6613350.223241797', '6617816.243597474', '6613150.282613136']"",""['50.95507142857143', '50.980336666666666', '50.95394']"",""['7.011967142857143', '6.9481166666666665', '6.95735']"""
"1561947561,""['780571.6333310583', '773462.0152667409', '774487.9635237644']"",""['6613348.708522331', '6617809.318390454', '6613154.2586644655']"",""['50.955062857142856', '50.9802975', '50.9539625']"",""['7.011994285714286', '6.9481275', '6.95734375']"""
"1561947562,""['780574.6548600942', '773463.2212278912', '774487.267776947']"",""['6613347.193802864', '6617802.393183434', '6613158.234715795']"",""['50.95505428571428', '50.98025833333333', '50.953985']"",""['7.012021428571429', '6.948138333333333', '6.9573374999999995']"""
"1561947563,""['780577.67638913', '773464.4271890414', '774486.5720301295']"",""['6613345.679083398', '6617795.467976415', '6613162.210767126']"",""['50.95504571428572', '50.980219166666664', '50.9540075']"",""['7.012048571428571', '6.948149166666666', '6.95733125']"""
"1561947564,""['780580.6979181658', '773465.6331501916', '774485.876283312']"",""['6613344.164363931', '6617788.542769395', '6613166.186818455']"",""['50.955037142857144', '50.98018', '50.95403']"",""['7.012075714285714', '6.94816', '6.957325']"""
"1561947565,""['780583.7194472016', '773469.8076310963', '774485.1805364946']"",""['6613342.649644465', '6617764.820783087', '6613170.162869785']"",""['50.95502857142857', '50.98004583333333', '50.9540525']"",""['7.012102857142857', '6.9481975', '6.95731875']"""
"1561947566,""['780586.7409762375', '773473.9821120012', '774484.4847896771']"",""['6613341.1349249985', '6617741.098796779', '6613174.138921116']"",""['50.95502', '50.979911666666666', '50.954075']"",""['7.01213', '6.9482349999999995', '6.9573125000000005']"""
"1561947567,""['780588.1722268334', '773478.1565929059', '774483.7890428597']"",""['6613340.630018945', '6617717.376810471', '6613178.114972445']"",""['50.95501714285714', '50.9797775', '50.9540975']"",""['7.012142857142857', '6.9482725', '6.95730625']"""
"1561947568,""['780589.6034774292', '773482.3310738107', '774483.0932960422']"",""['6613340.125112891', '6617693.654824163', '6613182.091023775']"",""['50.955014285714284', '50.97964333333333', '50.95412']"",""['7.012155714285714', '6.94831', '6.9573']"""
"1561947569,""['780591.0347280252', '773486.5055547154', '774476.1358278675']"",""['6613339.620206838', '6617669.932837855', '6613206.168552486']"",""['50.955011428571424', '50.979509166666666', '50.95425625']"",""['7.012168571428571', '6.9483475', '6.9572375']"""
"1561947570,""['780592.465978621', '773490.6800356202', '774469.178359693']"",""['6613339.115300783', '6617646.210851546', '6613230.246081198']"",""['50.95500857142857', '50.979375', '50.954392500000004']"",""['7.012181428571429', '6.948385', '6.957175']"""
"1561947571,""['780593.897229217', '773494.8545165249', '774462.2208915185']"",""['6613338.610394729', '6617622.488865239', '6613254.323609909']"",""['50.95500571428571', '50.97924083333333', '50.95452875']"",""['7.012194285714286', '6.9484225', '6.9571125']"""
"1561947572,""['780595.3284798128', '773499.0289974296', '774455.2634233439']"",""['6613338.105488676', '6617598.766878931', '6613278.40113862']"",""['50.95500285714286', '50.97910666666667', '50.954665000000006']"",""['7.012207142857143', '6.94846', '6.957050000000001']"""
"1561947573,""['780596.7597304088', '773503.2034783345', '774448.3059551693']"",""['6613337.600582622', '6617575.044892623', '6613302.478667332']"",""['50.955', '50.9789725', '50.95480125']"",""['7.01222', '6.9484975', '6.9569875']"""
"1561947574,""['780598.8270923806', '773507.3779592392', '774441.3484869947']"",""['6613337.095676785', '6617551.322906315', '6613326.556196043']"",""['50.95499714285714', '50.97883833333333', '50.9549375']"",""['7.012238571428571', '6.948535000000001', '6.956925']"""
"1561947575,""['780600.8944543526', '773511.552440144', '774434.3910188202']"",""['6613336.590770949', '6617527.600920007', '6613350.633724755']"",""['50.954994285714285', '50.97870416666667', '50.955073750000004']"",""['7.012257142857143', '6.9485725', '6.956862500000001']"""
"1561947576,""['780602.9618163244', '773515.7269210487', '774427.4335506456']"",""['6613336.085865112', '6617503.878933699', '6613374.711253466']"",""['50.954991428571425', '50.97857', '50.95521']"",""['7.012275714285714', '6.94861', '6.9568']"""
"1561947577,""['780605.0291782962', '773520.6435318921', '774437.452304817']"",""['6613335.580959274', '6617486.051149964', '6613381.338195337']"",""['50.95498857142857', '50.97846916666666', '50.9552475']"",""['7.012294285714286', '6.9486541666666675', '6.9568900000000005']"""
"1561947578,""['780607.096540268', '773525.5601427355', '774447.4710589884']"",""['6613335.076053438', '6617468.22336623', '6613387.965137209']"",""['50.95498571428571', '50.97836833333333', '50.955285']"",""['7.012312857142857', '6.948698333333334', '6.95698']"""
"1561947579,""['780609.16390224', '773530.4767535788', '774457.4898131598']"",""['6613334.571147601', '6617450.395582495', '6613394.59207908']"",""['50.95498285714286', '50.9782675', '50.9553225']"",""['7.012331428571429', '6.9487425', '6.95707']"""
"1561947580,""['780611.2312642118', '773535.3933644221', '774467.5085673311']"",""['6613334.066241764', '6617432.56779876', '6613401.219020952']"",""['50.95498', '50.97816666666667', '50.95536']"",""['7.01235', '6.948786666666667', '6.95716']"""
"1561947581,""['780610.9132085239', '773540.3099752655', '774477.5273215026']"",""['6613331.794168187', '6617414.740015025', '6613407.845962822']"",""['50.95496714285714', '50.97806583333333', '50.9553975']"",""['7.012347142857142', '6.948830833333334', '6.95725']"""
"1561947582,""['780610.595152836', '773545.2265861089', '774487.546075674']"",""['6613329.522094611', '6617396.912231291', '6613414.472904693']"",""['50.95495428571429', '50.977965', '50.955434999999994']"",""['7.012344285714286', '6.948875', '6.95734']"""
"1561947583,""['780610.277097148', '773550.1431969523', '774497.5648298453']"",""['6613327.250021034', '6617379.084447556', '6613421.099846565']"",""['50.95494142857143', '50.97786416666666', '50.9554725']"",""['7.012341428571428', '6.948919166666666', '6.95743']"""
"1561947584,""['780609.95904146', '773555.0598077957', '774507.5835840168']"",""['6613324.977947458', '6617361.256663822', '6613427.726788436']"",""['50.95492857142857', '50.97776333333333', '50.95551']"",""['7.012338571428572', '6.948963333333333', '6.95752']"""
"1561947585,""['780609.640985772', '773559.9764186391', '774508.9750776517']"",""['6613322.705873881', '6617343.428880086', '6613429.71487934']"",""['50.95491571428571', '50.977662499999994', '50.95552125']"",""['7.012335714285714', '6.9490075000000004', '6.9575325']"""
"1561947586,""['780609.3229300841', '773564.8930294823', '774510.3665712866']"",""['6613320.433800304', '6617325.601096352', '6613431.702970244']"",""['50.954902857142855', '50.977561666666666', '50.9555325']"",""['7.012332857142858', '6.949051666666667', '6.957545']"""
"1561947587,""['780609.0048743961', '773569.8096403257', '774511.7580649215']"",""['6613318.161726727', '6617307.773312617', '6613433.6910611475']"",""['50.95489', '50.97746083333333', '50.95554375']"",""['7.01233', '6.949095833333333', '6.9575575']"""
"1561947588,""['780608.6868187082', '773574.7262511691', '774513.1495585565']"",""['6613316.142109464', '6617289.945528883', '6613435.679152051']"",""['50.95487857142857', '50.97736', '50.955555']"",""['7.012327142857143', '6.94914', '6.9575700000000005']"""
"1561947589,""['780608.3687630201', '773579.6428620125', '774514.5410521914']"",""['6613314.1224922', '6617272.707535141', '6613437.6672429545']"",""['50.95486714285714', '50.977262499999995', '50.95556625']"",""['7.0123242857142865', '6.949184166666667', '6.9575825']"""
"1561947590,""['780608.0507073322', '773584.5594728559', '774515.9325458263']"",""['6613312.102874937', '6617255.4695414', '6613439.655333858']"",""['50.95485571428571', '50.977165', '50.9555775']"",""['7.012321428571429', '6.949228333333333', '6.957595']"""
"1561947591,""['780607.7326516442', '773589.4760836991', '774517.3240394612']"",""['6613310.083257672', '6617238.231547659', '6613441.643424762']"",""['50.95484428571429', '50.9770675', '50.95558875']"",""['7.012318571428572', '6.9492725', '6.9576075']"""
"1561947592,""['780607.4145959562', '773594.3926945425', '774518.7155330961']"",""['6613308.063640409', '6617220.993553918', '6613443.631515666']"",""['50.95483285714286', '50.97697', '50.9556']"",""['7.012315714285714', '6.949316666666666', '6.95762']"""
"1561947593,""['780607.0965402682', '773599.3093053859', '774519.1329811866']"",""['6613306.044023145', '6617203.755560176', '6613445.398710813']"",""['50.95482142857143', '50.9768725', '50.95561']"",""['7.012312857142858', '6.949360833333333', '6.957623750000001']"""
"1561947594,""['780606.7784845802', '773604.2259162293', '774519.5504292771']"",""['6613304.024405882', '6617186.517566435', '6613447.16590596']"",""['50.95481', '50.976775', '50.955619999999996']"",""['7.01231', '6.9494050000000005', '6.9576275']"""
"1561947595,""['780606.4604288923', '773609.1425270727', '774519.9678773675']"",""['6613300.742535245', '6617169.279572694', '6613448.933101107']"",""['50.95479142857143', '50.9766775', '50.95563']"",""['7.012307142857143', '6.949449166666667', '6.95763125']"""
"1561947596,""['780606.1423732042', '773614.0591379161', '774520.385325458']"",""['6613297.460664608', '6617152.041578952', '6613450.700296255']"",""['50.954772857142856', '50.97658', '50.95564']"",""['7.012304285714286', '6.949493333333334', '6.957635']"""
"1561947597,""['780605.8243175163', '773618.9757487595', '774520.8027735485']"",""['6613294.1787939705', '6617134.803585211', '6613452.467491401']"",""['50.95475428571429', '50.9764825', '50.95565']"",""['7.012301428571429', '6.9495375', '6.95763875']"""
"1561947598,""['780605.5062618282', '773623.8923596027', '774521.2202216389']"",""['6613290.896923334', '6617117.56559147', '6613454.234686549']"",""['50.95473571428572', '50.976385', '50.95566']"",""['7.0122985714285715', '6.949581666666667', '6.9576425']"""
"1561947599,""['780605.1882061403', '773628.8089704461', '774521.6376697294']"",""['6613287.615052697', '6617100.327597729', '6613456.001881695']"",""['50.95471714285715', '50.976287500000005', '50.95567']"",""['7.012295714285714', '6.949625833333333', '6.95764625']"""
"1561947600,""['780604.8701504522', '773633.7255812895', '774522.0551178199', '775098.6900801291']"",""['6613284.33318206', '6617083.0896039875', '6613457.769076843', '6616798.450227594']"",""['50.95469857142857', '50.97619', '50.95568', '50.97458']"",""['7.0122928571428575', '6.94967', '6.95765', '6.96283']"""
"1561947601,""['780604.5520947643', '773635.3026074091', '774521.6376697294', '775098.5787606383']"",""['6613281.051311423', '6617079.1116671115', '6613468.372311612', '6616792.616126214']"",""['50.95468', '50.9761675', '50.95574', '50.974547']"",""['7.01229', '6.949684166666667', '6.95764625', '6.962829']"""
"1561947602,""['780604.8701504522', '773636.8796335286', '774521.2202216389', '775098.4674411474']"",""['6613277.5169994645', '6617075.133730235', '6613478.9755463805', '6616786.782024834']"",""['50.954660000000004', '50.976145', '50.955799999999996', '50.974514']"",""['7.0122928571428575', '6.949698333333334', '6.9576425', '6.962828']"""
"1561947603,""['780605.1882061403', '773638.4566596482', '774520.8027735485', '775098.3561216567']"",""['6613273.982687506', '6617071.155793358', '6613489.578781149', '6616780.947923454']"",""['50.954640000000005', '50.9761225', '50.95586', '50.974481000000004']"",""['7.012295714285714', '6.9497125', '6.95763875', '6.962827']"""
"1561947604,""['780605.5062618282', '773640.0336857678', '774520.385325458', '775098.2448021659']"",""['6613270.448375547', '6617067.177856482', '6613500.182015918', '6616775.113822075']"",""['50.954620000000006', '50.9761', '50.95592', '50.974448']"",""['7.0122985714285715', '6.949726666666667', '6.957635', '6.962826']"""
"1561947605,""['780605.8243175163', '773641.6107118874', '774519.9678773675', '775098.1334826751']"",""['6613266.91406359', '6617063.199919606', '6613510.785250687', '6616769.279720694']"",""['50.9546', '50.9760775', '50.95598', '50.974415']"",""['7.012301428571429', '6.949740833333333', '6.95763125', '6.9628250000000005']"""
"1561947606,""['780606.1423732042', '773643.1877380069', '774519.5504292771', '775098.0221631842']"",""['6613263.379751631', '6617059.221982729', '6613521.388485456', '6616763.445619314']"",""['50.95458', '50.976055', '50.95604', '50.974382']"",""['7.012304285714286', '6.949755', '6.9576275', '6.962824']"""
"1561947607,""['780606.4604288923', '773644.7647641265', '774519.1329811866', '775097.9108436934']"",""['6613259.8454396725', '6617055.244045852', '6613531.991720225', '6616757.611517934']"",""['50.95456', '50.9760325', '50.9561', '50.974349']"",""['7.012307142857143', '6.949769166666667', '6.957623750000001', '6.962823']"""
"1561947608,""['780606.7784845802', '773646.3417902461', '774518.7155330961', '775097.7995242027']"",""['6613256.311127714', '6617051.266108976', '6613542.594954994', '6616751.777416554']"",""['50.95454', '50.97601', '50.95616', '50.974316']"",""['7.01231', '6.949783333333333', '6.95762', '6.962822']"""
"1561947609,""['780607.5736238002', '773647.9188163657', '774519.2721305501', '775097.6882047119']"",""['6613254.291525661', '6617047.2881721', '6613555.407343134', '6616745.943315174']"",""['50.954528571428575', '50.9759875', '50.9562325', '50.974283']"",""['7.012317142857143', '6.9497975', '6.957625', '6.962821']"""
"1561947610,""['780608.3687630201', '773649.4958424852', '774519.828728004', '775097.5768852211']"",""['6613252.271923609', '6617043.310235223', '6613568.219731275', '6616740.109213795']"",""['50.95451714285714', '50.975965', '50.956305', '50.97425']"",""['7.012324285714286', '6.949811666666667', '6.95763', '6.96282']"""
"1561947611,""['780609.1639022401', '773651.0728686048', '774520.3853254579', '775090.6750767919']"",""['6613250.252321556', '6617039.332298346', '6613581.032119416', '6616739.932423491']"",""['50.954505714285716', '50.9759425', '50.9563775', '50.974249']"",""['7.012331428571429', '6.949825833333334', '6.957635', '6.962758']"""
"1561947612,""['780609.95904146', '773652.6498947244', '774520.9419229119', '775083.7732683627']"",""['6613248.232719503', '6617035.35436147', '6613593.844507556', '6616739.7556331875']"",""['50.95449428571428', '50.97592', '50.956450000000004', '50.974247999999996']"",""['7.012338571428572', '6.94984', '6.95764', '6.962696']"""
"1561947613,""['780610.7541806799', '773653.5775571476', '774521.4985203659', '775076.8714599336']"",""['6613246.2131174505', '6617034.028387651', '6613606.656895696', '6616739.578842884']"",""['50.95448285714286', '50.9759125', '50.9565225', '50.974247']"",""['7.012345714285715', '6.949848333333334', '6.957645', '6.9626339999999995']"""
"1561947614,""['780611.5493198999', '773654.505219571', '774522.0551178198', '775069.9696515044']"",""['6613244.193515399', '6617032.702413832', '6613619.469283837', '6616739.40205258']"",""['50.95447142857142', '50.975905000000004', '50.956595', '50.974246']"",""['7.012352857142857', '6.949856666666666', '6.95765', '6.962572']"""
"1561947615,""['780612.3444591198', '773655.4328819942', '774522.6117152737', '775063.0678430751']"",""['6613242.173913346', '6617031.376440013', '6613632.281671978', '6616739.225262277']"",""['50.95446', '50.9758975', '50.9566675', '50.974244999999996']"",""['7.01236', '6.949865', '6.957655', '6.96251']"""
"1561947616,""['780614.2527932477', '773656.3605444175', '774523.1683127277', '775056.166034646']"",""['6613240.659214088', '6617030.050466193', '6613645.094060118', '6616739.048471974']"",""['50.954451428571424', '50.97589', '50.95674', '50.974244']"",""['7.012377142857143', '6.949873333333334', '6.95766', '6.962448']"""
"1561947617,""['780616.1611273757', '773657.2882068407', '774524.0032089087', '775049.2642262168']"",""['6613239.144514829', '6617028.724492374', '6613657.464793513', '6616738.871681671']"",""['50.95444285714286', '50.975882500000004', '50.956810000000004', '50.974243']"",""['7.012394285714286', '6.949881666666666', '6.9576674999999994', '6.962386']"""
"1561947618,""['780618.0694615035', '773658.215869264', '774524.8381050896', '775042.3624177877']"",""['6613237.629815571', '6617027.398518555', '6613669.835526908', '6616738.694891367']"",""['50.954434285714285', '50.975875', '50.95688', '50.974242000000004']"",""['7.012411428571428', '6.94989', '6.957675', '6.962324']"""
"1561947619,""['780619.9777956314', '773659.1435316873', '774525.6730012706', '775035.4606093585']"",""['6613236.115116313', '6617026.072544736', '6613682.206260303', '6616738.518101064']"",""['50.95442571428571', '50.9758675', '50.95695', '50.974241']"",""['7.012428571428572', '6.9498983333333335', '6.9576825', '6.962262']"""
"1561947620,""['780621.8861297593', '773660.0711941106', '774526.5078974515', '775028.5588009293']"",""['6613234.600417055', '6617024.746570917', '6613694.576993697', '6616738.34131076']"",""['50.95441714285714', '50.975860000000004', '50.95702', '50.97424']"",""['7.012445714285715', '6.949906666666666', '6.9576899999999995', '6.9622']"""
"1561947621,""['780623.7944638872', '773660.9988565339', '774527.3427936325', '775014.9778230526']"",""['6613233.085717796', '6617023.420597097', '6613706.947727092', '6616738.252915627']"",""['50.95440857142857', '50.9758525', '50.95709', '50.9742395']"",""['7.012462857142857', '6.949915', '6.9576975', '6.962078']"""
"1561947622,""['780625.7027980151', '773661.9265189571', '774528.1776898135', '775001.3968451758']"",""['6613231.571018538', '6617022.094623278', '6613719.318460487', '6616738.164520494']"",""['50.9544', '50.975845', '50.95716', '50.974239000000004']"",""['7.01248', '6.9499233333333335', '6.957705', '6.961956']"""
"1561947623,""['780627.7701599869', '773662.8541813805', '774529.0125859944', '774987.815867299']"",""['6613231.318568852', '6617020.768649459', '6613731.689193882', '6616738.076125361']"",""['50.95439857142857', '50.975837500000004', '50.957229999999996', '50.9742385']"",""['7.012498571428571', '6.949931666666666', '6.9577125', '6.9618340000000005']"""
"1561947624,""['780629.8375219589', '773663.7818438037', '774529.8474821754', '774974.2348894222']"",""['6613231.066119166', '6617019.44267564', '6613744.059927276', '6616737.987730228']"",""['50.95439714285714', '50.97583', '50.9573', '50.974238']"",""['7.012517142857143', '6.94994', '6.95772', '6.961712']"""
