tick,merged_mrx,merged_mry,merged_lat,merged_lng
"1561946992,""['775342.8845631146', '772764.3203581941', '772981.494564778', '777204.8548459377']"",""['6616004.533707269', '6608804.644822296', '6611684.3378669955', '6615962.268656414']"",""['50.97008909090909', '50.929342', '50.945643636363634', '50.96985']"",""['6.965023636363636', '6.94186', '6.943810909090909', '6.98175']"""
"1561946993,""['775342.9857626517', '772763.76376074', '772968.9458221796', '777228.0729111603']"",""['6616005.819340186', '6608803.938344144', '6611675.343157103', '6615959.99585331']"",""['50.970096363636365', '50.929338', '50.945592727272725', '50.969837142857145']"",""['6.965024545454545', '6.941854999999999', '6.943698181818182', '6.981958571428572']"""
"1561946994,""['775343.0869621888', '772763.2071632862', '772956.397079581', '777251.2909763829']"",""['6616007.104973104', '6608803.231865993', '6611666.34844721', '6615957.723050208']"",""['50.97010363636363', '50.929334', '50.945541818181816', '50.96982428571429']"",""['6.965025454545454', '6.94185', '6.943585454545455', '6.982167142857143']"""
"1561946995,""['775343.1881617259', '772762.6505658322', '772943.8483369825', '777274.5090416055']"",""['6616008.3906060215', '6608802.525387842', '6611657.353737318', '6615955.450247105']"",""['50.970110909090906', '50.92933', '50.94549090909091', '50.96981142857143']"",""['6.965026363636364', '6.941845', '6.943472727272727', '6.982375714285714']"""
"1561946996,""['775343.2893612629', '772762.0939683781', '772931.299594384', '777297.727106828']"",""['6616009.676238939', '6608801.818909691', '6611648.359027426', '6615953.177444003']"",""['50.97011818181818', '50.929326', '50.94544', '50.96979857142857']"",""['6.965027272727273', '6.94184', '6.94336', '6.982584285714285']"""
"1561946997,""['775343.3905608', '772761.5373709243', '772928.870805494', '777320.9451720506']"",""['6616010.961871857', '6608801.112431539', '6611647.074077715', '6615950.904640899']"",""['50.97012545454545', '50.929322', '50.945432727272724', '50.96978571428571']"",""['6.965028181818181', '6.941835', '6.943338181818182', '6.982792857142857']"""
"1561946998,""['775343.4917603371', '772760.9807734702', '772926.442016604', '777344.1632372732']"",""['6616012.2475047745', '6608800.405953388', '6611645.789128005', '6615948.631837796']"",""['50.97013272727273', '50.929318', '50.94542545454545', '50.96977285714286']"",""['6.96502909090909', '6.9418299999999995', '6.943316363636364', '6.983001428571428']"""
"1561946999,""['775343.5929598742', '772760.4241760164', '772924.0132277139', '777367.3813024958']"",""['6616013.533137692', '6608799.699475236', '6611644.504178294', '6615946.359034694']"",""['50.97014', '50.929314', '50.945418181818184', '50.96976']"",""['6.96503', '6.941825', '6.943294545454545', '6.98321']"""
"1561947000,""['775344.0989575597', '772759.8675785623', '772921.5844388239', '777377.0820009792']"",""['6616014.658068311', '6608798.992997085', '6611643.219228583', '6615945.348902374']"",""['50.97014636363637', '50.92931', '50.94541090909091', '50.96975428571429']"",""['6.965034545454545', '6.94182', '6.943272727272728', '6.983297142857142']"""
"1561947001,""['775344.604955245', '772756.305354857', '772919.1556499338', '777386.7826994627']"",""['6616015.782998931', '6608795.637234163', '6611641.934278873', '6615944.338770053']"",""['50.970152727272726', '50.929291', '50.945403636363636', '50.969748571428575']"",""['6.965039090909091', '6.941788', '6.943250909090909', '6.983384285714285']"""
"1561947002,""['775345.1109529305', '772752.7431311515', '772916.7268610438', '777396.4833979461']"",""['6616016.90792955', '6608792.28147124', '6611640.649329162', '6615943.328637733']"",""['50.97015909090909', '50.929272', '50.94539636363636', '50.96974285714286']"",""['6.965043636363636', '6.941756', '6.9432290909090915', '6.983471428571428']"""
"1561947003,""['775345.6169506159', '772749.1809074462', '772914.2980721538', '777406.1840964295']"",""['6616018.032860169', '6608788.925708317', '6611639.364379452', '6615942.318505413']"",""['50.97016545454546', '50.929253', '50.94538909090909', '50.96973714285714']"",""['6.965048181818181', '6.941724', '6.943207272727273', '6.9835585714285715']"""
"1561947004,""['775346.1229483014', '772745.6186837407', '772911.8692832638', '777415.8847949129']"",""['6616019.157790788', '6608785.569945395', '6611638.079429741', '6615941.308373093']"",""['50.97017181818182', '50.929234', '50.945381818181815', '50.96973142857143']"",""['6.965052727272727', '6.941692', '6.943185454545455', '6.983645714285714']"""
"1561947005,""['775346.6289459867', '772742.0564600354', '772909.4404943737', '777425.5854933964']"",""['6616020.282721407', '6608782.214182473', '6611636.79448003', '6615940.298240772']"",""['50.970178181818184', '50.929215', '50.94537454545455', '50.969725714285715']"",""['6.965057272727273', '6.94166', '6.943163636363637', '6.983732857142857']"""
"1561947006,""['775347.1349436722', '772738.49423633', '772907.0117054837', '777435.2861918798']"",""['6616021.407652026', '6608778.858419551', '6611635.50953032', '6615939.288108452']"",""['50.97018454545454', '50.929196', '50.945367272727275', '50.96972']"",""['6.965061818181819', '6.941628', '6.943141818181819', '6.98382']"""
"1561947007,""['775347.6409413576', '772734.9320126246', '772904.5829165936', '777458.6632849463']"",""['6616022.532582645', '6608775.502656628', '6611634.224580609', '6615935.752652183']"",""['50.97019090909091', '50.929176999999996', '50.94536', '50.9697']"",""['6.965066363636364', '6.941596', '6.94312', '6.98403']"""
"1561947008,""['775348.1469390431', '772731.3697889192', '772901.5469304811', '777482.0403780129']"",""['6616023.657513265', '6608772.146893705', '6611633.742725037', '6615932.217195913']"",""['50.970197272727276', '50.929158', '50.94535727272727', '50.969680000000004']"",""['6.965070909090909', '6.941564', '6.943092727272727', '6.98424']"""
"1561947009,""['775348.6529367284', '772727.8075652138', '772898.5109443686', '777505.4174710795']"",""['6616024.782443884', '6608768.791130783', '6611633.260869466', '6615928.681739644']"",""['50.970203636363635', '50.929139', '50.94535454545455', '50.969660000000005']"",""['6.965075454545455', '6.941532', '6.943065454545455', '6.98445']"""
"1561947010,""['775349.1589344139', '772724.2453415084', '772895.474958256', '777528.7945641462']"",""['6616025.907374503', '6608765.435367861', '6611632.779013894', '6615925.146283374']"",""['50.97021', '50.92912', '50.94535181818182', '50.96964']"",""['6.96508', '6.9415', '6.943038181818182', '6.98466']"""
"1561947011,""['775350.2721293218', '772719.5699228952', '772892.4389721435', '777552.1716572128']"",""['6616027.835830937', '6608764.022419153', '6611632.297158321', '6615921.610827105']"",""['50.97022090909091', '50.929111999999996', '50.94534909090909', '50.96962']"",""['6.96509', '6.941458', '6.943010909090909', '6.98487']"""
"1561947012,""['775351.3853242298', '772714.8945042818', '772889.4029860309', '777575.5487502794']"",""['6616029.764287372', '6608762.609470444', '6611631.81530275', '6615918.075370835']"",""['50.970231818181816', '50.929103999999995', '50.94534636363636', '50.9696']"",""['6.9651000000000005', '6.941415999999999', '6.942983636363636', '6.98508']"""
"1561947013,""['775352.4985191377', '772710.2190856684', '772886.3669999184', '777598.9258433459']"",""['6616031.692743806', '6608761.196521736', '6611631.333447178', '6615914.539914566']"",""['50.970242727272726', '50.929096', '50.94534363636364', '50.96958']"",""['6.96511', '6.941374', '6.942956363636364', '6.98529']"""
"1561947014,""['775353.6117140456', '772705.5436670552', '772883.3310138058', '777606.4001520135']"",""['6616033.62120024', '6608759.783573028', '6611630.851591607', '6615913.7823181795']"",""['50.97025363636364', '50.929088', '50.94534090909091', '50.96957571428572']"",""['6.96512', '6.941332', '6.942929090909091', '6.985357142857143']"""
"1561947015,""['775354.7249089535', '772700.868248442', '772880.2950276933', '777613.874460681']"",""['6616035.549656674', '6608758.370624319', '6611630.369736034', '6615913.024721794']"",""['50.97026454545455', '50.92908', '50.94533818181818', '50.96957142857143']"",""['6.96513', '6.94129', '6.942901818181818', '6.985424285714286']"""
"1561947016,""['775355.8381038615', '772696.1928298286', '772877.2590415807', '777621.3487693486']"",""['6616037.478113109', '6608756.957675611', '6611629.887880462', '6615912.267125407']"",""['50.97027545454545', '50.929072', '50.94533545454545', '50.969567142857144']"",""['6.96514', '6.941248', '6.942874545454545', '6.985491428571429']"""
"1561947017,""['775356.9512987694', '772691.5174112152', '772874.2230554682', '777628.823078016']"",""['6616039.406569543', '6608755.544726903', '6611629.406024891', '6615911.509529022']"",""['50.97028636363636', '50.929064', '50.94533272727273', '50.969562857142854']"",""['6.96515', '6.941206', '6.942847272727273', '6.985558571428571']"""
"1561947018,""['775358.0644936773', '772686.841992602', '772871.1870693556', '777636.2973866836']"",""['6616041.335025977', '6608754.131778195', '6611628.924169319', '6615910.751932635']"",""['50.97029727272727', '50.929056', '50.94533', '50.96955857142857']"",""['6.96516', '6.9411640000000006', '6.94282', '6.985625714285714']"""
"1561947019,""['775359.1776885852', '772682.1665739887', '772869.9726749106', '777643.7716953511']"",""['6616043.263482411', '6608752.718829486', '6611628.442314059', '6615909.994336249']"",""['50.97030818181818', '50.929048', '50.94532727272727', '50.96955428571428']"",""['6.96517', '6.941122', '6.942809090909091', '6.985692857142857']"""
"1561947020,""['775360.2908834933', '772677.4911553754', '772868.7582804656', '777651.2460040187']"",""['6616045.191938846', '6608751.305880778', '6611627.960458798', '6615909.236739863']"",""['50.970319090909086', '50.92904', '50.94532454545455', '50.96955']"",""['6.96518', '6.94108', '6.942798181818182', '6.98576']"""
"1561947021,""['775361.4040784012', '772662.3517046275', '772867.5438860205', '777656.3348950264']"",""['6616047.12039528', '6608747.950137334', '6611627.478603537', '6615909.489271937']"",""['50.97033', '50.929021', '50.94532181818182', '50.96955142857143']"",""['6.96519', '6.940944', '6.942787272727273', '6.985805714285714']"""
"1561947022,""['775361.5052779382', '772647.2122538796', '772866.3294915756', '777661.4237860341']"",""['6616047.602510168', '6608744.59439389', '6611626.996748277', '6615909.741804012']"",""['50.97033272727273', '50.929002', '50.94531909090909', '50.96955285714286']"",""['6.965190909090909', '6.9408080000000005', '6.942776363636364', '6.985851428571428']"""
"1561947023,""['775361.6064774754', '772632.0728031318', '772865.1150971305', '777666.5126770418']"",""['6616048.084625055', '6608741.238650447', '6611626.514893017', '6615909.994336086']"",""['50.97033545454545', '50.928983', '50.945316363636366', '50.96955428571429']"",""['6.965191818181818', '6.940672', '6.942765454545455', '6.985897142857143']"""
"1561947024,""['775361.7076770124', '772616.9333523839', '772863.9007026856', '777671.6015680495']"",""['6616048.566739943', '6608737.882907003', '6611626.033037757', '6615910.2468681615']"",""['50.97033818181818', '50.928964', '50.945313636363636', '50.96955571428571']"",""['6.965192727272727', '6.940536000000001', '6.942754545454545', '6.985942857142858']"""
"1561947025,""['775361.8088765495', '772601.793901636', '772862.6863082405', '777676.6904590572']"",""['6616049.048854831', '6608734.52716356', '6611625.551182496', '6615910.499400236']"",""['50.97034090909091', '50.928945', '50.945310909090914', '50.96955714285714']"",""['6.965193636363637', '6.9404', '6.942743636363637', '6.985988571428572']"""
"1561947026,""['775361.9100760866', '772586.654450888', '772861.4719137956', '777681.7793500649']"",""['6616049.530969718', '6608731.171420116', '6611625.069327236', '6615910.751932311']"",""['50.97034363636364', '50.928926', '50.945308181818184', '50.96955857142857']"",""['6.965194545454546', '6.940264', '6.942732727272728', '6.986034285714286']"""
"1561947027,""['775362.0112756237', '772571.5150001402', '772860.2575193505', '777686.8682410726']"",""['6616050.013084605', '6608727.815676672', '6611624.587471975', '6615911.004464385']"",""['50.97034636363636', '50.928906999999995', '50.945305454545455', '50.96956']"",""['6.965195454545454', '6.9401280000000005', '6.942721818181819', '6.98608']"""
"1561947028,""['775362.1124751609', '772556.3755493923', '772859.0431249056', '777695.1376889602']"",""['6616050.495199492', '6608724.459933229', '6611624.105616715', '6615912.267125571']"",""['50.97034909090909', '50.928888', '50.94530272727273', '50.969567142857144']"",""['6.965196363636363', '6.939992', '6.942710909090909', '6.986154285714286']"""
"1561947029,""['775362.2136746979', '772541.2360986444', '772857.8287304605', '777703.4071368476']"",""['6616050.97731438', '6608721.104189785', '6611623.623761455', '6615913.529786758']"",""['50.97035181818182', '50.928869', '50.9453', '50.96957428571429']"",""['6.965197272727273', '6.939856000000001', '6.9427', '6.986228571428572']"""
"1561947030,""['775362.314874235', '772526.0966478966', '772856.7155355526', '777711.6765847352']"",""['6616051.459429268', '6608717.748446342', '6611622.981288257', '6615914.792447944']"",""['50.97035454545455', '50.92885', '50.945296363636366', '50.96958142857143']"",""['6.965198181818182', '6.93972', '6.942690000000001', '6.986302857142857']"""
"1561947031,""['775362.4160737721', '772525.4287309519', '772855.6023406446', '777719.9460326226']"",""['6616051.941544155', '6608717.395210987', '6611622.33881506', '6615916.055109131']"",""['50.97035727272727', '50.928847999999995', '50.94529272727273', '50.969588571428574']"",""['6.965199090909091', '6.939714', '6.94268', '6.986377142857143']"""
"1561947032,""['775362.5172733092', '772524.760814007', '772854.4891457367', '777728.2154805101']"",""['6616052.423659042', '6608717.041975632', '6611621.696341863', '6615917.317770317']"",""['50.97036', '50.928846', '50.94528909090909', '50.96959571428572']"",""['6.9652', '6.939708', '6.942670000000001', '6.986451428571429']"""
"1561947033,""['775362.6184728462', '772524.0928970623', '772853.3759508288', '777736.4849283976']"",""['6616052.745069141', '6608716.688740278', '6611621.053868666', '6615918.580431504']"",""['50.970361818181814', '50.928844', '50.945285454545456', '50.96960285714286']"",""['6.9652009090909095', '6.9397020000000005', '6.94266', '6.9865257142857145']"""
